story_id,obs1,obs2,real_hypothesis,comet_model,abduction_gpt_lg_model,abduction_gpt_md_model,abduction_gpt_sm_model
2c632725-0332-4bd2-802c-5f6a0a36121a-1,Uther arrived to the party late.,Uther was relieved and conquered some of his social anxiety.,Uther was happy because his best friend was there.,"Uther was the only person in the party, so he stayed home and thought about what he could",Uther was happy because his best friend was there. [SEP]Uther was sad that he could no longer meet his friend.  came and made him happy,Uther was quickly greeted and greeted by others. ,Uther was very nervous about the party. [SEP]Uther was nervous about the party. Uther was nervous about the party
2c6f3295-de51-4eaf-9f28-ca4158f878cf-1,Mark was convinced there was a ghost in his house.,Underneath the net was his dad and they both had a laugh about it.,He cast a net in the dark to catch the fish.,Mark saw an online junk site with his dad's permission.,Mark saw a ghost.  came out the home. ,Mark decided to scare his dad. ,Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house
2c6f3295-de51-4eaf-9f28-ca4158f878cf-1,Mark was convinced there was a ghost in his house.,Underneath the net was his dad and they both had a laugh about it.,He decided not to create a trap to get the ghost.,Mark took the remote to find a ghost.,Mark saw a ghost.  came out the home. ,Mark decided to scare his dad. ,Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house
2c6f3295-de51-4eaf-9f28-ca4158f878cf-1,Mark was convinced there was a ghost in his house.,Underneath the net was his dad and they both had a laugh about it.,Mark decided to use a net to let the ghost go.,Mark set up a net outside.,Mark saw a ghost.  came out the home. ,Mark decided to scare his dad. ,Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house
2c6f3295-de51-4eaf-9f28-ca4158f878cf-1,Mark was convinced there was a ghost in his house.,Underneath the net was his dad and they both had a laugh about it.,Mark made a trap for the ghost out of a net and caught something.,Mark buried the net under the tree.,Mark saw a ghost.  came out the home. ,Mark decided to scare his dad. ,Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house
2c6f3295-de51-4eaf-9f28-ca4158f878cf-1,Mark was convinced there was a ghost in his house.,Underneath the net was his dad and they both had a laugh about it.,"One day, Mark saw his door open and a dog came out. mark screamed bloody murder. Then the net dropped to the ground.",Mark saw the ghost at night before he fell asleep.,Mark saw a ghost.  came out the home. ,Mark decided to scare his dad. ,Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house. Mark's dad told him there was a ghost in his house
2c7562f2-c871-43ed-bf6e-bc43147e64ac-1,The teacher was preparing a difficult midterm for his students.,"He gave them a curve, which bumped up the average to a B.",May students aced the midterm.,The teacher rolled his eyes.,The teacher was talking the test.  came up that they had to have to help. ,The teacher was running a fever. ,The teacher was very careful with his grades. The teacher was very careful with his grades. The teacher was very careful with his grades
2c7562f2-c871-43ed-bf6e-bc43147e64ac-1,The teacher was preparing a difficult midterm for his students.,"He gave them a curve, which bumped up the average to a B.",The midterm was so hard that the grades were very low.,It was very difficult.,The teacher was talking the test.  came up that they had to have to help. ,The teacher was running a fever. ,The teacher was very careful with his grades. The teacher was very careful with his grades. The teacher was very careful with his grades
2c7562f2-c871-43ed-bf6e-bc43147e64ac-1,The teacher was preparing a difficult midterm for his students.,"He gave them a curve, which bumped up the average to a B.",The teacher decided the midterm might be a little unfair.,The teacher's students were more nervous than he expected.,The teacher was talking the test.  came up that they had to have to help. ,The teacher was running a fever. ,The teacher was very careful with his grades. The teacher was very careful with his grades. The teacher was very careful with his grades
2c7562f2-c871-43ed-bf6e-bc43147e64ac-1,The teacher was preparing a difficult midterm for his students.,"He gave them a curve, which bumped up the average to a B.",The teacher was feeling generous because he liked his students.,They did not memorize what they left.,The teacher was talking the test.  came up that they had to have to help. ,The teacher was running a fever. ,The teacher was very careful with his grades. The teacher was very careful with his grades. The teacher was very careful with his grades
2c7562f2-c871-43ed-bf6e-bc43147e64ac-1,The teacher was preparing a difficult midterm for his students.,"He gave them a curve, which bumped up the average to a B.","When grading the test, the teacher realized he made the test too difficult, and no one made above an A.",They then decided to get a touch up.,The teacher was talking the test.  came up that they had to have to help. ,The teacher was running a fever. ,The teacher was very careful with his grades. The teacher was very careful with his grades. The teacher was very careful with his grades
2cc3728e-3f3a-4315-aa13-a350c030b0fa-1,The Golden State Warriors were a basketball team that always lost.,"In the end, they won the world championship!",During the fourth quarter the Warriors came back strong.,Everyone joined a team.,They practiced their hardest for months straight.  came up to bat in the last game. ,They practiced their hardest for months straight. ,The Warriors were a great team. The Warriors were very good. The Warriors were very good
2cc3728e-3f3a-4315-aa13-a350c030b0fa-1,The Golden State Warriors were a basketball team that always lost.,"In the end, they won the world championship!",They always gave up and never practiced.,They practiced all year.,They practiced their hardest for months straight.  came up to bat in the last game. ,They practiced their hardest for months straight. ,The Warriors were a great team. The Warriors were very good. The Warriors were very good
2cc3728e-3f3a-4315-aa13-a350c030b0fa-1,The Golden State Warriors were a basketball team that always lost.,"In the end, they won the world championship!","They practiced night and day, non-stop.",The Warriors spent all summer training for a championship.,They practiced their hardest for months straight.  came up to bat in the last game. ,They practiced their hardest for months straight. ,The Warriors were a great team. The Warriors were very good. The Warriors were very good
2cc3728e-3f3a-4315-aa13-a350c030b0fa-1,The Golden State Warriors were a basketball team that always lost.,"In the end, they won the world championship!",They practiced their hardest for decades straight.,The Warriors played during World Championships.,They practiced their hardest for months straight.  came up to bat in the last game. ,They practiced their hardest for months straight. ,The Warriors were a great team. The Warriors were very good. The Warriors were very good
2ce05119-5bc1-4007-b10c-48f6b1e6f7d4-1,John had been procrastinating for his work project all week.,He finally finished his project at 7 AM in the morning.,At 3 p.m. John had gotten a great idea and got up to finish his project.,John decided to get more sleep.,John had to pull an all-nighter.  was a major project that came the last week. ,John had to rush up the morning before it was due. ,John was late for work. John was late for work. John was late for work
2ce05119-5bc1-4007-b10c-48f6b1e6f7d4-1,John had been procrastinating for his work project all week.,He finally finished his project at 7 AM in the morning.,John had to go to bed early.,John started getting very tired.,John had to pull an all-nighter.  was a major project that came the last week. ,John had to rush up the morning before it was due. ,John was late for work. John was late for work. John was late for work
2ce05119-5bc1-4007-b10c-48f6b1e6f7d4-1,John had been procrastinating for his work project all week.,He finally finished his project at 7 AM in the morning.,John had to finish it all last night.,John hadn't been able to sleep for a week.,John had to pull an all-nighter.  was a major project that came the last week. ,John had to rush up the morning before it was due. ,John was late for work. John was late for work. John was late for work
2ce05119-5bc1-4007-b10c-48f6b1e6f7d4-1,John had been procrastinating for his work project all week.,He finally finished his project at 7 AM in the morning.,He didn't do it and got an F.,John called his friend for a second work meeting.,John had to pull an all-nighter.  was a major project that came the last week. ,John had to rush up the morning before it was due. ,John was late for work. John was late for work. John was late for work
2d58e924-e539-40ba-968c-f56efaff1b1a1,Bob picked up his glasses from the table.,Bob enjoyed using his binoculars.,Bob dropped his glasses and they shattered.,Bob had binoculars and almost had them shattered in the fall.,Bob still couldn't see the birds.  were birds. ,Bob still couldn't see the birds. ,Bob's glasses were broken. Bob's glasses were broken. Bob's glasses were broken
2d58e924-e539-40ba-968c-f56efaff1b1a1,Bob picked up his glasses from the table.,Bob enjoyed using his binoculars.,Bob still couldn't see the birds.,Bob was scared of birds on the floor.,Bob still couldn't see the birds.  were birds. ,Bob still couldn't see the birds. ,Bob's glasses were broken. Bob's glasses were broken. Bob's glasses were broken
2d58e924-e539-40ba-968c-f56efaff1b1a1,Bob picked up his glasses from the table.,Bob enjoyed using his binoculars.,Bob still could not see the stars.,Bob read something in the binoculars and decided to throw the glasses out.,Bob still couldn't see the birds.  were birds. ,Bob still couldn't see the birds. ,Bob's glasses were broken. Bob's glasses were broken. Bob's glasses were broken
2d58e924-e539-40ba-968c-f56efaff1b1a1,Bob picked up his glasses from the table.,Bob enjoyed using his binoculars.,Bob then grabbed his binoculars to bird watch.,Bob looked under his favorite glasses to see what would happen.,Bob still couldn't see the birds.  were birds. ,Bob still couldn't see the birds. ,Bob's glasses were broken. Bob's glasses were broken. Bob's glasses were broken
2d78402c-8c40-4246-949b-bb975335c0b9-1,Hank was invited to a friend's party.,"Hank met a new friend, named Jon, at the party.",Hank traveled to the party that night.,Hank invited Jon to the party.,Hank didn't know anyone else at the party.  was next to him. ,Hank didn't know anyone else at the party. ,Hank was very friendly and invited Jon to the party. Jon invited Hank to the party. Jon invited Hank to the party
2d78402c-8c40-4246-949b-bb975335c0b9-1,Hank was invited to a friend's party.,"Hank met a new friend, named Jon, at the party.",Hank accepted the invitation to the party.,Hank was invited to go to the party.,Hank didn't know anyone else at the party.  was next to him. ,Hank didn't know anyone else at the party. ,Hank was very friendly and invited Jon to the party. Jon invited Hank to the party. Jon invited Hank to the party
